seed,row_id,true_label,margin_equal_weight,delta_bound_l1,delta_actual_linf,prediction_changed,provably_invariant_by_bound,provably_invariant_by_actual
2024,0,DoS/DDoS,1.0,0.00020518365372237946,0.0,False,True,True
2024,1,DoS/DDoS,1.0,0.00020518365372237946,0.0,False,True,True
2024,2,DoS/DDoS,1.0,0.00020518365372237946,0.0,False,True,True
2024,3,DoS/DDoS,1.0,0.00020518365372237946,0.0,False,True,True
2024,4,Normal,1.0,7.036282874184341e-05,0.0,False,True,True
2024,5,Normal,1.0,7.036282874184341e-05,0.0,False,True,True
2024,6,Normal,1.0,7.036282874184341e-05,0.0,False,True,True
2024,7,DoS/DDoS,1.0,0.00020518365372237946,0.0,False,True,True
2024,8,DoS/DDoS,0.9973095121016214,0.00026242168285725564,1.955257574099735e-08,False,True,True
2024,9,DoS/DDoS,1.0,0.00020518365372237946,0.0,False,True,True
2024,10,DoS/DDoS,0.9818522013981745,0.0006830415456947347,5.724379728296036e-06,False,True,True
2024,11,Brute Force,1.0,0.0001241155529367044,0.0,False,True,True
2024,12,DoS/DDoS,0.9999663591591503,0.00020502671184910448,3.0546459806046755e-09,False,True,True
2024,13,Brute Force,0.9999939242108353,0.00012377491474524493,1.9633770662258733e-10,False,True,True
2024,14,Normal,1.0,7.036282874184341e-05,0.0,False,True,True
2024,15,Normal,0.9632552029560759,0.00043989887095713387,4.711612351382399e-06,False,True,True
2024,16,Normal,0.9949038181263621,5.80584902167558e-05,2.8419853248529137e-08,False,True,True
2024,17,DoS/DDoS,1.0,0.00020518365372237946,0.0,False,True,True
2024,18,Brute Force,1.0,0.0001241155529367044,0.0,False,True,True
2024,19,Normal,1.0,7.036282874184341e-05,0.0,False,True,True
2024,20,Normal,1.0,7.036282874184341e-05,0.0,False,True,True
2024,21,Normal,1.0,7.036282874184341e-05,0.0,False,True,True
2024,22,Brute Force,0.9999939242108353,0.00012377491474524493,1.9633770662258733e-10,False,True,True
2024,23,Brute Force,1.0,0.0001241155529367044,0.0,False,True,True
2024,24,Brute Force,1.0,0.0001241155529367044,0.0,False,True,True
2024,25,DoS/DDoS,1.0,0.00020518365372237946,0.0,False,True,True
2024,26,DoS/DDoS,1.0,0.00020518365372237946,0.0,False,True,True
2024,27,DoS/DDoS,1.0,0.00020518365372237946,0.0,False,True,True
2024,28,DoS/DDoS,1.0,0.00020518365372237946,0.0,False,True,True
2024,29,Brute Force,1.0,0.0001241155529367044,0.0,False,True,True
2024,30,DoS/DDoS,0.9993169893413423,0.00021807013570473988,8.759836655201393e-09,False,True,True
2024,31,Normal,1.0,7.036282874184341e-05,0.0,False,True,True
2024,32,DoS/DDoS,1.0,0.00020518365372237946,0.0,False,True,True
2024,33,DoS/DDoS,1.0,0.00020518365372237946,0.0,False,True,True
2024,34,DoS/DDoS,0.9999852855736866,0.00020537166777059856,9.232392628177877e-11,False,True,True
2024,35,DoS/DDoS,1.0,0.00020518365372237946,0.0,False,True,True
2024,36,Brute Force,1.0,0.0001241155529367044,0.0,False,True,True
