row_id,entropy,entropy_deficiency_observed,entropy_deficiency_predicted,sd_risk_offset
0,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
1,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
2,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
3,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
4,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
5,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
6,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
7,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
8,0.9999999764996066,2.35003934090372e-08,2.3500006301546132e-08,0.0002552564444714973
9,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
10,0.9999999662518516,3.374814838696949e-08,3.3752544528342655e-08,0.00030591162826244263
11,0.9999999556759164,4.432408362564644e-08,4.4313342242419954e-08,0.0003505177213010567
12,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
13,0.9999999565409423,4.345905768587954e-08,4.344867787441721e-08,0.00034708113499704686
14,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
15,0.9999990524514937,9.475485063248357e-07,9.470542678458216e-07,0.0016204295672377672
16,0.9999999929630327,7.0369673421666334e-09,7.037528158900006e-09,0.00013968597354713553
17,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
18,0.9999999556759164,4.432408362564644e-08,4.4313342242419954e-08,0.0003505177213010567
19,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
20,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
21,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
22,0.9999999565409423,4.345905768587954e-08,4.344867787441721e-08,0.00034708113499704686
23,0.9999999556759164,4.432408362564644e-08,4.4313342242419954e-08,0.0003505177213010567
24,0.9999999556759164,4.432408362564644e-08,4.4313342242419954e-08,0.0003505177213010567
25,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
26,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
27,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
28,0.9999999755310772,2.446892277685464e-08,2.4470319171949918e-08,0.00026047289871646196
29,0.9999999556759164,4.432408362564644e-08,4.4313342242419954e-08,0.0003505177213010567
30,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
31,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
32,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
33,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
34,0.9999999824776824,1.7522317596885273e-08,1.7521831010269585e-08,0.00022041059650585026
35,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
36,0.9999999556759164,4.432408362564644e-08,4.4313342242419954e-08,0.0003505177213010567
37,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
38,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
39,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
40,0.9999806740464479,1.9325953552140618e-05,1.922624782217491e-05,0.007301128534873859
41,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
42,0.9999999760680793,2.3931920667408235e-08,2.3934270488521003e-08,0.00025760413123921316
43,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
44,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
45,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
46,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
47,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
48,0.9999999349717461,6.502825389276268e-08,6.501147757724969e-08,0.0004245586997658003
49,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
50,0.9999999556759164,4.432408362564644e-08,4.4313342242419954e-08,0.0003505177213010567
51,0.9999999556759164,4.432408362564644e-08,4.4313342242419954e-08,0.0003505177213010567
52,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
53,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
54,0.9999999925971831,7.402816915025312e-09,7.403441585517963e-09,0.0001432714160108991
55,0.9999998453862565,1.546137434749184e-07,1.5458725327442896e-07,0.0006546807428286756
56,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
57,0.999994136031821,5.8639681790317866e-06,5.8491502266261415e-06,0.004027069400076177
58,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
59,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
60,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
61,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
62,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
63,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
64,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
65,0.9999999556759164,4.432408362564644e-08,4.4313342242419954e-08,0.0003505177213010567
66,0.9999999565409423,4.345905768587954e-08,4.344867787441721e-08,0.00034708113499704686
67,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
68,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
69,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
70,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
71,0.9999971314708355,2.8685291645347277e-06,2.8729128043188727e-06,0.0028223050227133084
72,0.9999999937701515,6.22984852594044e-09,6.230332751163693e-09,0.0001314311619125297
73,0.9999998621173747,1.3788262531733153e-07,1.3788221744418893e-07,0.0006182965963703596
74,0.9999745863530614,2.5413646938643453e-05,2.530133539444401e-05,0.008375571453473587
75,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
76,0.9999999556759164,4.432408362564644e-08,4.4313342242419954e-08,0.0003505177213010567
77,0.9999999868044764,1.3195523562714584e-08,1.3195611170856782e-08,0.00019127467870938585
78,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
79,0.9999999752050163,2.4794983732867593e-08,2.4795205685254413e-08,0.0002621963150933897
80,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
81,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
82,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
83,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
84,0.9996381851591917,0.0003618148408083277,0.0003638587626494204,0.03176209536239548
85,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
86,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
87,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
88,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
89,0.9999999824776824,1.7522317596885273e-08,1.7521831010269585e-08,0.00022041059650585026
90,0.9999999556759164,4.432408362564644e-08,4.4313342242419954e-08,0.0003505177213010567
91,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
92,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
93,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
94,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
95,0.9999999691297742,3.0870225820045505e-08,3.087223015431482e-08,0.0002925679359674333
96,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
97,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
98,0.9999999867693248,1.323067522207566e-08,1.3229675563644116e-08,0.0001915214068104422
99,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
100,0.9999806740464479,1.9325953552140618e-05,1.922624782217491e-05,0.007301128534873859
101,0.9999999565409423,4.345905768587954e-08,4.344867787441721e-08,0.00034708113499704686
102,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
103,0.9999999808954122,1.910458780063351e-08,1.9102152449570327e-08,0.00023013563924821314
104,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
105,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
106,0.9999999565409423,4.345905768587954e-08,4.344867787441721e-08,0.00034708113499704686
107,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
108,0.9999999556759164,4.432408362564644e-08,4.4313342242419954e-08,0.0003505177213010567
109,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
110,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
111,0.9999999945027735,5.497226451822712e-09,5.4976315492988725e-09,0.0001234612134745794
112,0.9999999825256495,1.7474350522128645e-08,1.7473864912567646e-08,0.00022010870221444328
113,0.9999999821604755,1.783952452427684e-08,1.783905227513751e-08,0.00022239684159963281
114,0.9999990767265845,9.232734154984712e-07,9.233817339216963e-07,0.001600049306050757
115,0.9999999556759164,4.432408362564644e-08,4.4313342242419954e-08,0.0003505177213010567
116,0.9999999565409423,4.345905768587954e-08,4.344867787441721e-08,0.00034708113499704686
